Prediction,ID
0.17309146319760527,1
0.018298179072765493,2
0.13809734162158221,3
0.11228879634685723,4
0.03475756137997533,5
0.04002501229521802,6
0.0013441414259909793,7
0.4979516869619622,8
0.058902052168699835,9
0.5379229636291435,10
0.0015261243140192262,11
0.07591335380570946,12
0.28353018540114694,13
0.8987375708313355,14
0.0026290114109845724,15
0.004112599823234588,16
0.0706725202018577,17
0.9512370537837654,18
0.7010160591043983,19
0.11574443964131367,20
0.0026167449927738226,21
0.1398629038002955,22
0.9989651923596644,23
0.8179976004942623,24
0.021046510853544042,25
0.3534687064679344,26
0.0006332478630099652,27
0.01023650739037158,28
0.001410632471372678,29
0.36976149572912725,30
0.003734859154555172,31
0.05743123717351392,32
0.0008524949465943608,33
0.0013434440899239312,34
0.2185728192545754,35
0.06501619813338474,36
0.0005070091759702811,37
0.20534810973112247,38
0.21437801890690322,39
0.799709132054106,40
0.9204247569219377,41
0.007849979505266544,42
0.9992905350380454,43
0.18172754320755258,44
0.0017487074152950448,45
0.0006578963716376958,46
0.0006400881486181575,47
0.5039237188996375,48
0.03861076663170211,49
0.11137472584098103,50
0.00024735820173878723,51
0.028715546682005832,52
0.45374618104822945,53
0.47948263784658585,54
0.9970668966701204,55
0.2611543405803884,56
0.01958023200283146,57
0.3709603914545283,58
0.39950079427025126,59
0.5742693631407614,60
0.001308430554493423,61
0.8095307917750779,62
0.022389789722497385,63
0.0012105237965930092,64
0.0029465123971842175,65
0.017422906175410296,66
0.9988500376414866,67
0.1780360426477402,68
0.0030065964996176518,69
0.004403058073819148,70
0.002926552981977113,71
0.473059303285406,72
0.0015259459165787247,73
0.038735741732594246,74
0.724220565128025,75
0.0026910929313864337,76
0.0002441457002045188,77
0.07371177261833255,78
0.5776398592548275,79
0.0022549934493782176,80
0.2211564116277272,81
0.02178268030362898,82
0.01016576306709309,83
0.0008573686298087617,84
0.0023562202135276305,85
0.983600303168976,86
0.026966726098990024,87
0.002186705743087512,88
0.15872460542952926,89
0.7639169575626652,90
0.696115262742036,91
0.8535330746918174,92
0.004799985029411229,93
0.018949686596375078,94
0.2097993328992801,95
0.7459469736734775,96
0.001096465043946813,97
0.0004846129523376349,98
0.2211564116277272,99
0.12672387622877082,100
0.8132670319831288,101
0.07666657882738658,102
0.014710817162229765,103
0.3618318700517137,104
0.7812935748236858,105
0.011706146459438634,106
0.0017365950481163267,107
0.007941358602278478,108
0.5556190342899088,109
0.019128580951106717,110
0.006607340712556023,111
0.004746101085602591,112
0.0046743529164336795,113
0.02535675944320926,114
0.18690670723698402,115
0.06275782419554202,116
0.0011674082558628606,117
0.0014801063790358595,118
0.028639360750990404,119
0.035561867557153466,120
0.8988897619765281,121
0.052812175294807764,122
0.7734999031057321,123
0.41248157136303487,124
0.9997249704391984,125
0.0051233276738897136,126
0.22060792914093072,127
0.3789814621273587,128
0.11946826049758628,129
0.2687002022429399,130
0.8782606445061291,131
0.2460916245604858,132
0.6752493356134238,133
0.730466196148597,134
0.04693108684111694,135
0.03870841689325881,136
0.0004256838212391153,137
0.0018379562091467056,138
0.006804455661673883,139
0.0012848476568721404,140
0.19768705949586024,141
0.030900210680342495,142
0.002323808796653271,143
0.19715699931067443,144
0.10384517284138362,145
0.620789636060243,146
0.036847672587363337,147
0.044064992938116276,148
0.03263283535756328,149
0.002941460954119185,150
0.602981436237529,151
0.6003438902693803,152
0.09558111193767486,153
0.00954027972332857,154
0.4681762900555638,155
0.7134476561393012,156
0.3739698826072536,157
0.00541969852721389,158
0.009405652391942233,159
0.21645890776459564,160
0.9991563573096385,161
0.3458795965186364,162
0.002604935160717382,163
0.004668201779928817,164
0.027350017405116236,165
0.3673823986012497,166
0.3485031018393532,167
0.07015043092044244,168
0.005962011162944942,169
0.011961953741186089,170
0.9990698617603426,171
0.002130484767563308,172
0.20492426182942067,173
0.002456620255648066,174
0.151030404701873,175
0.4606299378328237,176
0.05242080276078742,177
0.18156640666121945,178
0.009506363080747836,179
0.011908005592533,180
0.620789636060243,181
0.13480486680111914,182
0.015148796351828312,183
0.10384517284138362,184
0.0011210916643981776,185
0.0068526439516128955,186
0.039460478238667065,187
0.014948241661284337,188
0.011109108133822524,189
0.001867481228068552,190
0.023080699389619538,191
0.4870721218496634,192
0.21327048180214073,193
0.6118162293068793,194
0.22092256899689644,195
